"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"10/03/2025","Sell to Close","CRCL 11/21/2025 150.00 C","CALL CIRCLE INTERNET GRO$150 EXP 11/21/25","2","$16.90","$1.33","$3378.67"
"10/03/2025","Sell to Close","HIVE 11/21/2025 3.00 C","CALL HIVE DIGITAL TECHNO$3 EXP 11/21/25","15","$1.45","$9.94","$2165.06"
"10/03/2025","Sell to Close","QS 11/21/2025 17.00 C","CALL QUANTUMSCAPE CORP $17 EXP 11/21/25","11","$2.2009","$7.28","$2413.72"
"10/03/2025","Sell to Close","SNDK 12/19/2025 115.00 C","CALL SANDISK CORP $115 EXP 12/19/25","2","$28.20","$1.33","$5638.67"
"10/03/2025","Buy to Open","SSTK 05/15/2026 17.50 C","CALL SHUTTERSTOCK INC $17.5 EXP 05/15/26","4","$6.70","$2.64","-$2682.64"
"10/03/2025","Buy to Open","SSTK 05/15/2026 17.50 C","CALL SHUTTERSTOCK INC $17.5 EXP 05/15/26","1","$6.70","$0.66","-$670.66"
"10/03/2025","Sell to Close","NVDA 12/19/2025 180.00 C","CALL NVIDIA CORP $180 EXP 12/19/25","2","$19.78","$1.33","$3954.67"
"10/02/2025","Buy to Open","CRCL 10/24/2025 180.00 C","CALL CIRCLE INTERNET GRO$180 EXP 10/24/25","1","$5.77","$0.66","-$577.66"
"10/02/2025","Buy to Open","CRCL 11/21/2025 150.00 C","CALL CIRCLE INTERNET GRO$150 EXP 11/21/25","2","$19.58","$1.32","-$3917.32"
"10/02/2025","Sell","HL","HECLA MNG CO","50","$12.0449","$0.01","$602.24"
"10/02/2025","Sell","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","20","$189.21","","$3784.20"
"10/02/2025","Buy to Open","OWL 02/20/2026 15.00 P","PUT BLUE OWL CAP INC $15 EXP 02/20/26","10","$1.26","$6.60","-$1266.60"
"10/02/2025","Buy to Open","OWL 02/20/2026 15.00 P","PUT BLUE OWL CAP INC $15 EXP 02/20/26","15","$1.2567","$9.91","-$1894.91"
"10/02/2025","Sell to Close","GLD 12/19/2025 351.00 C","CALL SPDR GOLD TR $351 EXP 12/19/25","1","$13.30","$0.66","$1329.34"
"10/02/2025","Buy to Open","JD 11/21/2025 36.00 C","CALL JD COM INC $36 EXP 11/21/25","10","$3.17","$6.61","-$3176.61"
"10/02/2025","Sell to Close","GLD 12/19/2025 351.00 C","CALL SPDR GOLD TR $351 EXP 12/19/25","1","$12.90","$0.66","$1289.34"
"10/02/2025","Sell to Close","HL 12/19/2025 11.00 C","CALL HECLA MNG CO $11 EXP 12/19/25","22","$1.685","$14.60","$3692.40"
"10/01/2025","Buy to Open","JD 11/21/2025 36.00 C","CALL JD COM INC $36 EXP 11/21/25","5","$3.23","$3.30","-$1618.30"
"10/01/2025","Sell to Close","OKLO 12/19/2025 80.00 P","PUT OKLO INC $80 EXP 12/19/25","3","$5.75","$1.99","$1723.01"
"10/01/2025","Buy to Open","QS 11/21/2025 17.00 C","CALL QUANTUMSCAPE CORP $17 EXP 11/21/25","11","$1.6745","$7.27","-$1849.27"
"09/30/2025","Sell to Close","SNDK 12/19/2025 115.00 C","CALL SANDISK CORP $115 EXP 12/19/25","1","$17.84","$0.66","$1783.34"
"09/30/2025","Buy to Open","HL 12/19/2025 11.00 C","CALL HECLA MNG CO $11 EXP 12/19/25","11","$2.06","$7.27","-$2273.27"
"09/30/2025","Sell to Close","GLD 12/19/2025 440.00 C","CALL SPDR GOLD TR $440 EXP 12/19/25","50","$0.48","$33.17","$2366.83"
"09/30/2025","Buy to Open","HL 12/19/2025 11.00 C","CALL HECLA MNG CO $11 EXP 12/19/25","8","$2.15","$5.28","-$1725.28"
"09/30/2025","Sell","AEM","AGNICO EAGLE MINES LTD F","10","$168.745","","$1687.45"
"09/30/2025","Buy to Open","HL 12/19/2025 11.00 C","CALL HECLA MNG CO $11 EXP 12/19/25","3","$2.12","$1.98","-$637.98"
"09/30/2025","Sell to Close","HIVE 11/21/2025 3.00 C","CALL HIVE DIGITAL TECHNO$3 EXP 11/21/25","5","$1.23","$3.32","$611.68"
"09/30/2025","Buy to Open","NVDA 12/19/2025 180.00 C","CALL NVIDIA CORP $180 EXP 12/19/25","2","$17.06","$1.32","-$3413.32"
"09/30/2025","Buy to Open","HIVE 11/21/2025 3.00 C","CALL HIVE DIGITAL TECHNO$3 EXP 11/21/25","20","$1.30","$13.21","-$2613.21"
"09/30/2025","Sell to Close","GLD 12/19/2025 440.00 C","CALL SPDR GOLD TR $440 EXP 12/19/25","57","$0.47","$37.82","$2641.18"
"09/30/2025","Sell to Close","INTC 11/21/2025 40.00 C","CALL INTEL CORP $40 EXP 11/21/25","8","$1.52","$5.31","$1210.69"
"09/30/2025","Sell to Close","SLV 01/16/2026 45.00 C","CALL ISHR SILVER TR $45 EXP 01/16/26","10","$1.86","$6.63","$1853.37"
"09/29/2025","Buy to Open","GLD 12/19/2025 351.00 C","CALL SPDR GOLD TR $351 EXP 12/19/25","3","$13.65","$1.98","-$4096.98"
"09/29/2025","Sell to Close","GLD 03/20/2026 440.00 C","CALL SPDR GOLD TR $440 EXP 03/20/26","19","$1.97","$12.59","$3730.41"
"09/29/2025","Buy to Open","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","5","$3.90","$3.30","-$1953.30"
"09/29/2025","Buy to Open","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","5","$3.85","$3.30","-$1928.30"
"09/29/2025","Sell to Close","ORCL 03/20/2026 220.00 P","PUT ORACLE CORP $220 EXP 03/20/26","1","$11.78","$0.66","$1177.34"
"09/29/2025","Buy to Open","SNDK 12/19/2025 115.00 C","CALL SANDISK CORP $115 EXP 12/19/25","3","$16.30","$1.98","-$4891.98"
"09/29/2025","Sell","AEM","AGNICO EAGLE MINES LTD F","50","$167.55","$0.01","$8377.49"
"09/29/2025","Buy to Open","HL 12/19/2025 15.00 C","CALL HECLA MNG CO $15 EXP 12/19/25","10","$0.61","$6.60","-$616.60"
"09/29/2025","Buy to Open","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","5","$3.70","$3.30","-$1853.30"
"09/29/2025","Sell to Close","OKLO 12/19/2025 80.00 P","PUT OKLO INC $80 EXP 12/19/25","2","$6.17","$1.33","$1232.67"
"09/29/2025","Sell to Close","TSLA 10/17/2025 380.00 P","PUT TESLA INC $380 EXP 10/17/25","4","$3.10","$2.65","$1237.35"
"09/29/2025 as of 09/26/2025","Expired","NVDA 09/26/2025 190.00 C","CALL NVIDIA CORP $190 EXP 09/26/25","-3","","",""
"09/26/2025","Buy to Open","SLV 01/16/2026 45.00 C","CALL ISHR SILVER TR $45 EXP 01/16/26","10","$1.72","$6.60","-$1726.60"
"09/26/2025","Sell to Close","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","5","$3.20","$3.31","$1596.69"
"09/26/2025","Buy to Open","ORCL 03/20/2026 220.00 P","PUT ORACLE CORP $220 EXP 03/20/26","1","$12.45","$0.66","-$1245.66"
"09/26/2025","Buy to Open","OKLO 12/19/2025 80.00 P","PUT OKLO INC $80 EXP 12/19/25","5","$7.20","$3.30","-$3603.30"
"09/26/2025","Sell","AVAV","AEROVIRONMENT INC","16","$294.495","","$4711.92"
"09/25/2025","Buy to Open","TSLA 10/17/2025 380.00 P","PUT TESLA INC $380 EXP 10/17/25","4","$7.38","$2.64","-$2954.64"
"09/25/2025","Sell","AVAV","AEROVIRONMENT INC","11","$292.8351","","$3221.19"
"09/25/2025","Buy to Open","INTC 11/21/2025 40.00 C","CALL INTEL CORP $40 EXP 11/21/25","8","$1.74","$5.28","-$1397.28"
"09/25/2025","Sell to Close","XMTR 10/17/2025 50.00 C","CALL XOMETRY INC $50 EXP 10/17/25","2","$4.79","$1.33","$956.67"
"09/24/2025","Buy","INTC","INTEL CORP","300","$31.23","","-$9369.00"
"09/24/2025","Sell to Close","VRT 11/21/2025 150.00 C","CALL VERTIV HLDGS CO $150 EXP 11/21/25","4","$11.40","$2.65","$4557.35"
"09/24/2025","Sell to Close","NVDA 01/16/2026 225.00 C","CALL NVIDIA CORP $225 EXP 01/16/26","6","$3.04","$3.99","$1820.01"
"09/23/2025","Sell to Close","NVDA 01/16/2026 225.00 C","CALL NVIDIA CORP $225 EXP 01/16/26","6","$3.57","$3.99","$2138.01"
"09/23/2025","Sell to Close","NVDA 09/26/2025 190.00 C","CALL NVIDIA CORP $190 EXP 09/26/25","1","$0.16","$0.66","$15.34"
"09/23/2025","Sell to Close","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","1","$3.03","$0.66","$302.34"
"09/23/2025","Sell to Close","ORCL 12/19/2025 400.00 C","CALL ORACLE CORP $400 EXP 12/19/25","1","$10.01","$0.66","$1000.34"
"09/22/2025","Buy to Open","NVDA 09/26/2025 190.00 C","CALL NVIDIA CORP $190 EXP 09/26/25","4","$1.29","$2.64","-$518.64"
"09/22/2025","Buy to Open","NVDA 01/16/2026 225.00 C","CALL NVIDIA CORP $225 EXP 01/16/26","8","$4.84","$5.29","-$3877.29"
"09/22/2025","Sell","AEM","AGNICO EAGLE MINES LTD F","25","$161.73","","$4043.25"
"09/22/2025","Buy to Open","NVDA 01/16/2026 225.00 C","CALL NVIDIA CORP $225 EXP 01/16/26","4","$3.90","$2.64","-$1562.64"
"09/22/2025","Sell to Close","NIO 11/21/2025 7.00 C","CALL NIO INC $7 EXP 11/21/25","20","$0.92","$13.27","$1826.73"
"09/22/2025","Buy to Open","ORCL 12/19/2025 400.00 C","CALL ORACLE CORP $400 EXP 12/19/25","1","$9.13","$0.66","-$913.66"
"09/18/2025","Buy to Open","XMTR 10/17/2025 50.00 C","CALL XOMETRY INC $50 EXP 10/17/25","2","$5.545","$1.32","-$1110.32"
"09/18/2025","Buy to Open","VRT 11/21/2025 150.00 C","CALL VERTIV HLDGS CO $150 EXP 11/21/25","4","$11.31","$2.64","-$4526.64"
"09/18/2025","Sell to Close","GLD 03/20/2026 440.00 C","CALL SPDR GOLD TR $440 EXP 03/20/26","1","$0.90","$0.66","$89.34"
"09/18/2025","Sell to Close","BABA 02/20/2026 140.00 C","CALL ALIBABA GROUP HLDG $140 EXP 02/20/26","2","$32.73","$1.33","$6544.67"
"09/18/2025 as of 09/17/2025","Expired","GLD 09/17/2025 343.00 C","CALL SPDR GOLD TR $343 EXP 09/17/25","-7","","",""
"09/17/2025","Buy to Open","GLD 09/17/2025 343.00 C","CALL SPDR GOLD TR $343 EXP 09/17/25","7","$0.19","$4.62","-$137.62"
"09/17/2025","Buy to Open","BILI 01/16/2026 27.00 C","CALL BILIBILI INC $27 EXP 01/16/26","6","$4.25","$3.96","-$2553.96"
"09/17/2025","Buy","BILI","BILIBILI INC FUNSPONSORED ADR 1 ADR REPS 1 ORD SHS","150","$27.71","","-$4156.50"
"09/17/2025","Buy","AVAV","AEROVIRONMENT INC","27","$264.255","","-$7134.89"
"09/17/2025","Sell","GOOG","ALPHABET INC CLASS C","52","$250.675","$0.01","$13035.09"
"09/16/2025 as of 09/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$0.14"
"09/15/2025","Qualified Dividend","AEM","AGNICO EAGLE MINES LTD F","","","","$80.00"
"09/15/2025","Qualified Dividend","GOOG","ALPHABET INC CLASS C","","","","$10.92"
"09/15/2025","Sell to Close","TSLA 12/19/2025 200.00 P","PUT TESLA INC $200 EXP 12/19/25","6","$1.11","$3.98","$662.02"
"09/11/2025","Buy to Open","NIO 11/21/2025 7.00 C","CALL NIO INC $7 EXP 11/21/25","20","$0.52","$13.20","-$1053.20"
"09/11/2025","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","30","$155.625","","-$4668.75"
"09/11/2025","Sell to Close","META 12/19/2025 700.00 P","PUT META PLATFORMS INC $700 EXP 12/19/25","1","$26.50","$0.66","$2649.34"
"09/11/2025","Buy to Open","BABA 02/20/2026 140.00 C","CALL ALIBABA GROUP HLDG $140 EXP 02/20/26","1","$26.58","$0.66","-$2658.66"
"09/10/2025","Sell","QS","QUANTUMSCAPE CORP CLASS A","400","$8.5201","$0.07","$3407.97"
"09/10/2025","Sell to Close","AMD 12/19/2025 145.00 P","PUT ADVANCED MICRO DEVIC$145 EXP 12/19/25","3","$7.87","$1.99","$2359.01"
"09/08/2025","Buy","QS","QUANTUMSCAPE CORP CLASS A","400","$9.675","","-$3870.00"
"09/05/2025","Sell to Close","IBIT 12/19/2025 68.00 C","CALL ISHR BITCOIN TR ETF$68 EXP 12/19/25","10","$3.90","$6.64","$3893.36"
"09/05/2025","Buy to Open","GLD 03/20/2026 440.00 C","CALL SPDR GOLD TR $440 EXP 03/20/26","20","$1.06","$13.22","-$2133.22"
"09/05/2025","Buy to Open","IBIT 12/19/2025 68.00 C","CALL ISHR BITCOIN TR ETF$68 EXP 12/19/25","10","$4.30","$6.61","-$4306.61"
"09/05/2025","Buy","AEM","AGNICO EAGLE MINES LTD F","100","$151.03","","-$15103.00"
"09/04/2025","Qualified Dividend","HL","HECLA MNG CO","","","","$1.50"
"09/03/2025","Buy to Open","AMD 12/19/2025 145.00 P","PUT ADVANCED MICRO DEVIC$145 EXP 12/19/25","3","$7.75","$1.98","-$2326.98"
"09/03/2025","Sell","HL","HECLA MNG CO","200","$8.8928","$0.03","$1778.53"
"09/03/2025","Sell","XMTR","XOMETRY INC CLASS A","150","$47.6737","$0.02","$7151.04"
"09/03/2025","Sell","AEM","AGNICO EAGLE MINES LTD F","100","$147.91","$0.02","$14790.98"
"08/29/2025","Buy to Open","BABA 02/20/2026 140.00 C","CALL ALIBABA GROUP HLDG $140 EXP 02/20/26","1","$13.51","$0.66","-$1351.66"
"08/29/2025","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","50","$134.76","","-$6738.00"
"08/29/2025","Buy to Open","META 12/19/2025 700.00 P","PUT META PLATFORMS INC $700 EXP 12/19/25","1","$30.83","$0.66","-$3083.66"
"08/29/2025","Sell","NMG","NOUVEAU MONDE GRAPHITE F","3,000","$1.9001","$0.50","$5699.80"
"08/29/2025","Sell","INTC","INTEL CORP","222","$24.3801","$0.04","$5412.34"
"08/28/2025","Buy to Open","GLD 12/19/2025 440.00 C","CALL SPDR GOLD TR $440 EXP 12/19/25","10","$0.20","$6.60","-$206.60"
"08/28/2025","Buy","GOOG","ALPHABET INC CLASS C","52","$212.5572","","-$11052.97"
"08/28/2025","Sell","BYDDF","BYD CO LTD ORDF","450","$14.6275","$50.07","$6532.31"
"08/28/2025","Sell","ILMN","ILLUMINA INC","50","$98.325","$0.01","$4916.24"
"08/27/2025 as of 07/29/2025","Foreign Tax Pd Adj","BYDDF","BYD CO LTD ORDF","","","","$16.56"
"08/27/2025 as of 07/29/2025","Qualified Div Adj","BYDDF","BYD CO LTD ORDF","","","","-$165.55"
"08/27/2025 as of 07/29/2025","Qualified Dividend","BYDDF","BYD CO LTD ORDF","","","","$165.55"
"08/27/2025 as of 07/29/2025","Foreign Tax Paid","BYDDF","BYD CO LTD ORDF","","","","-$19.89"
"08/18/2025 as of 08/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$0.24"
"08/14/2025","Buy","INTC","INTEL CORP","222","$23.8881","","-$5303.16"
"08/01/2025","Buy to Open","TSLA 12/19/2025 200.00 P","PUT TESLA INC $200 EXP 12/19/25","3","$5.12","$1.98","-$1537.98"
"08/01/2025","Sell to Close","AAPL 09/19/2025 225.00 C","CALL APPLE INC $225 EXP 09/19/25","1","$2.55","$0.66","$254.34"
"08/01/2025","Sell to Close","UUUU 01/16/2026 7.00 C","CALL ENERGY FUELS INC $7 EXP 01/16/26","4","$2.30","$2.65","$917.35"
"07/30/2025 as of 07/08/2025","Stock Split Adj","","BYD PLACEHOLDER FOR PENDING BONUS SHARES BYD CO LTD","-240","","",""
"07/30/2025 as of 07/08/2025","Stock Split Adj","","BYD PLACEHOLDER FOR PENDING BONUS SHARES BYD CO LTD","-360","","",""
"07/30/2025 as of 07/29/2025","Stock Split","BYDDF","BYD CO LTD ORDF","360","","",""
"07/30/2025 as of 07/29/2025","Stock Div Dist","BYDDF","BYD CO LTD ORDF","240","","",""
"07/29/2025","Foreign Tax Paid","BYDDF","BYD CO LTD ORDF","","","","-$16.56"
"07/29/2025","Qualified Dividend","BYDDF","BYD CO LTD ORDF","","","","$165.55"
"07/21/2025","Buy to Open","TSLA 12/19/2025 200.00 P","PUT TESLA INC $200 EXP 12/19/25","1","$4.45","$0.66","-$445.66"
"07/21/2025","Sell to Close","AAPL 09/19/2025 225.00 C","CALL APPLE INC $225 EXP 09/19/25","3","$4.37","$1.99","$1309.01"
"07/21/2025","Sell to Close","UUUU 01/16/2026 7.00 C","CALL ENERGY FUELS INC $7 EXP 01/16/26","4","$3.04","$2.66","$1213.34"
"07/21/2025","Buy to Open","GLD 12/19/2025 440.00 C","CALL SPDR GOLD TR $440 EXP 12/19/25","25","$0.42","$16.52","-$1066.52"
"07/21/2025","Buy to Open","AAPL 09/19/2025 225.00 C","CALL APPLE INC $225 EXP 09/19/25","4","$5.50","$2.64","-$2202.64"
"07/17/2025","Sell to Close","UUUU 01/16/2026 7.00 C","CALL ENERGY FUELS INC $7 EXP 01/16/26","8","$2.58","$5.30","$2058.70"
"07/16/2025 as of 07/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$0.10"
"07/14/2025","Buy to Open","UUUU 01/16/2026 7.00 C","CALL ENERGY FUELS INC $7 EXP 01/16/26","16","$1.25","$10.57","-$2010.57"
"07/14/2025","Sell","NXT","NEXTRACKER INC CLASS A","50","$59.72","$0.01","$2985.99"
"07/11/2025","Sell","CRCL","CIRCLE INTERNET GROUP INCLASS A","10","$188.5146","","$1885.15"
"07/11/2025","Sell to Close","KC 11/21/2025 12.50 C","CALL KINGSOFT CLOUD HLDG$12.5 EXP 11/21/25","7","$1.83","$4.65","$1276.35"
"07/09/2025 as of 07/08/2025","Stock Split","","BYD PLACEHOLDER FOR PENDING BONUS SHARES BYD CO LTD","360","","",""
"07/09/2025 as of 07/08/2025","Stock Split","","BYD PLACEHOLDER FOR PENDING BONUS SHARES BYD CO LTD","240","","",""
"07/02/2025","Buy","NXT","NEXTRACKER INC CLASS A","50","$60.39","","-$3019.50"
"07/01/2025","Buy","ILMN","ILLUMINA INC","50","$97.7974","","-$4889.87"
"07/01/2025","Sell","RKLB","ROCKET LAB CORP","180","$36.40","$0.03","$6551.97"
"06/26/2025","Buy","CRCL","CIRCLE INTERNET GROUP INCLASS A","10","$223.00","","-$2230.00"
"06/26/2025","Sell","MU","MICRON TECHNOLOGY INC","25","$124.52","","$3113.00"
"06/23/2025","Buy","XIACY","XIAOMI CORP FUNSPONSORED ADR 1 ADR REPS 5 ORD SHS","100","$34.88","$6.95","-$3494.95"
"06/16/2025","Qualified Dividend","AEM","AGNICO EAGLE MINES LTD F","","","","$80.00"
"06/16/2025 as of 06/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$0.51"
"06/09/2025","Buy to Open","KC 11/21/2025 12.50 C","CALL KINGSOFT CLOUD HLDG$12.5 EXP 11/21/25","7","$2.84","$4.63","-$1992.63"
"06/09/2025","Buy","MU","MICRON TECHNOLOGY INC","25","$111.9695","","-$2799.24"
"06/09/2025","Buy","RKLB","ROCKET LAB CORP","180","$31.1099","","-$5599.78"
"06/09/2025","Sell to Close","TSLA 12/19/2025 200.00 P","PUT TESLA INC $200 EXP 12/19/25","2","$13.65","$1.33","$2728.67"
"06/05/2025","Buy","XMTR","XOMETRY INC CLASS A","150","$35.46","","-$5319.00"
"06/05/2025","Buy","HL","HECLA MNG CO","400","$6.39","","-$2556.00"
"06/05/2025","Sell to Close","TSLA 06/06/2025 260.00 P","PUT TESLA INC $260 EXP 06/06/25","2","$4.60","$1.33","$918.67"
"06/05/2025","Sell to Close","TSLA 12/19/2025 200.00 P","PUT TESLA INC $200 EXP 12/19/25","3","$18.62","$1.99","$5584.01"
"06/05/2025","Buy to Open","TSLA 06/06/2025 260.00 P","PUT TESLA INC $260 EXP 06/06/25","2","$2.51","$1.32","-$503.32"
"05/16/2025 as of 05/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$0.60"
"04/30/2025","Sell to Close","IBIT 01/16/2026 80.00 C","CALL ISHR BITCOIN TR ETF$80 EXP 01/16/26","30","$3.85","$20.23","$11529.77"
"04/28/2025","Buy to Open","TSLA 12/19/2025 200.00 P","PUT TESLA INC $200 EXP 12/19/25","7","$16.50","$4.63","-$11554.63"
"04/23/2025","Sell to Close","TSLA 12/19/2025 260.00 P","PUT TESLA INC $260 EXP 12/19/25","2","$52.58","$1.62","$10514.38"
"04/21/2025","Buy to Open","IBIT 01/16/2026 80.00 C","CALL ISHR BITCOIN TR ETF$80 EXP 01/16/26","30","$3.4997","$19.83","-$10518.83"
"04/21/2025 as of 04/17/2025","Expired","NOC 04/17/2025 555.00 C","CALL NORTHROP GRUMMAN CO$555 EXP 04/17/25","-5","","",""
"04/17/2025","Buy to Open","GLD 12/19/2025 440.00 C","CALL SPDR GOLD TR $440 EXP 12/19/25","24","$1.63","$15.86","-$3927.86"
"04/17/2025","Buy to Open","GLD 12/19/2025 440.00 C","CALL SPDR GOLD TR $440 EXP 12/19/25","24","$1.65","$15.86","-$3975.86"
"04/17/2025","Buy to Open","GLD 12/19/2025 440.00 C","CALL SPDR GOLD TR $440 EXP 12/19/25","24","$1.68","$15.86","-$4047.86"
"04/16/2025","Buy","NMG","NOUVEAU MONDE GRAPHITE F","3,000","$1.7315","","-$5194.50"
"04/16/2025","Sell to Close","MSTR 06/20/2025 380.00 C","CALL MICROSTRATEGY INC $380 EXP 06/20/25","2","$19.21","$1.44","$3840.56"
"04/16/2025 as of 04/15/2025","Bank Interest","","BANK INT ...525 SCHWAB BANK","","","","$1.12"
"04/14/2025","Sell to Close","NOC 04/17/2025 525.00 C","CALL NORTHROP GRUMMAN CO$525 EXP 04/17/25","2","$15.83","$1.40","$3164.60"
"04/11/2025","Buy to Open","MSTR 06/20/2025 380.00 C","CALL MICROSTRATEGY INC $380 EXP 06/20/25","2","$23.95","$1.32","-$4791.32"
"04/11/2025","Buy to Open","NOC 04/17/2025 555.00 C","CALL NORTHROP GRUMMAN CO$555 EXP 04/17/25","3","$3.60","$1.98","-$1081.98"
"04/11/2025","Buy","BYDDF","BYD CO LTD ORDF","300","$47.4075","$50.00","-$14272.25"
"04/11/2025","Buy","AEM","AGNICO EAGLE MINES LTD F","100","$117.25","","-$11725.00"
"04/08/2025","Sell","XIACY","XIAOMI CORP FUNSPONSORED ADR 1 ADR REPS 5 ORD SHS","200","$24.0722","$7.11","$4807.33"
"04/08/2025","Sell","BYDDF","BYD CO LTD ORDF","225","$41.7525","$50.04","$9344.27"
"04/04/2025","Sell to Close","QQQ 04/04/2025 441.00 P","PUT INVESCO QQQ TR $441 EXP 04/04/25","16","$6.17","$10.89","$9861.11"
"04/03/2025","Sell","INTC","INTEL CORP","650","$21.2817","$0.49","$13832.62"
"04/03/2025","Sell to Close","TIGR 05/16/2025 12.00 C","CALL UP FINTECH HLDG LTD$12 EXP 05/16/25","50","$0.09","$33.20","$416.80"
"04/03/2025","Buy to Open","TSLA 12/19/2025 260.00 P","PUT TESLA INC $260 EXP 12/19/25","1","$48.75","$0.66","-$4875.66"
"04/02/2025","Sell to Close","MSTR 07/18/2025 200.00 P","PUT MICROSTRATEGY INC $200 EXP 07/18/25","4","$10.80","$2.77","$4317.23"
"04/02/2025","Sell to Close","OKLO 04/17/2025 27.50 P","PUT OKLO INC $27.5 EXP 04/17/25","4","$5.40","$2.71","$2157.29"
"04/02/2025","Buy to Open","TSLA 12/19/2025 260.00 P","PUT TESLA INC $260 EXP 12/19/25","1","$50.09","$0.66","-$5009.66"
"04/01/2025","Sell to Close","NVDA 05/16/2025 90.00 P","PUT NVIDIA CORP $90 EXP 05/16/25","10","$1.31","$6.68","$1303.32"
"04/01/2025","Sell to Close","OKLO 04/17/2025 28.00 P","PUT OKLO INC $28 EXP 04/17/25","8","$5.50","$5.43","$4394.57"
"04/01/2025","Buy to Open","OKLO 04/17/2025 28.00 P","PUT OKLO INC $28 EXP 04/17/25","4","$6.3425","$2.64","-$2539.64"
"04/01/2025","Buy to Open","QQQ 04/04/2025 441.00 P","PUT INVESCO QQQ TR $441 EXP 04/04/25","8","$0.40","$5.28","-$325.28"
"03/31/2025","Sell to Close","NVDA 05/16/2025 90.00 P","PUT NVIDIA CORP $90 EXP 05/16/25","11","$2.3891","$7.38","$2620.62"
"03/31/2025","Sell to Close","NVDA 04/04/2025 108.00 P","PUT NVIDIA CORP $108 EXP 04/04/25","3","$4.95","$2.03","$1482.97"
"03/31/2025","Sell to Close","OKLO 04/17/2025 27.50 P","PUT OKLO INC $27.5 EXP 04/17/25","4","$5.95","$2.72","$2377.28"
"03/31/2025","Sell to Close","OKLO 04/17/2025 28.00 P","PUT OKLO INC $28 EXP 04/17/25","4","$6.41","$2.74","$2561.26"
"03/31/2025","Sell to Close","NVDA 04/04/2025 108.00 P","PUT NVIDIA CORP $108 EXP 04/04/25","2","$4.05","$1.34","$808.66"
"03/31/2025","Buy to Open","QQQ 04/04/2025 441.00 P","PUT INVESCO QQQ TR $441 EXP 04/04/25","8","$1.86","$5.29","-$1493.29"
"03/28/2025","Buy to Open","MSTR 07/18/2025 200.00 P","PUT MICROSTRATEGY INC $200 EXP 07/18/25","4","$14.575","$2.64","-$5832.64"
"03/28/2025","Sell to Close","TSLA 03/28/2025 267.50 P","PUT TESLA INC $267.5 EXP 03/28/25","1","$4.07","$0.67","$406.33"
"03/28/2025","Sell to Close","TSLA 03/28/2025 267.50 P","PUT TESLA INC $267.5 EXP 03/28/25","1","$5.21","$0.67","$520.33"
"03/28/2025","Sell to Close","F 04/04/2025 9.35 P","PUT FORD MTR CO DEL $9.35 EXP 04/04/25","50","$0.11","$33.20","$516.80"
"03/28/2025","Sell to Close","TSLA 03/28/2025 267.50 P","PUT TESLA INC $267.5 EXP 03/28/25","1","$6.23","$0.68","$622.32"
"03/28/2025","Buy to Open","F 04/04/2025 9.35 P","PUT FORD MTR CO DEL $9.35 EXP 04/04/25","50","$0.11","$33.05","-$583.05"
"03/28/2025","Buy to Open","TSLA 03/28/2025 267.50 P","PUT TESLA INC $267.5 EXP 03/28/25","3","$1.63","$1.98","-$490.98"
"03/28/2025","Sell to Close","TIGR 05/16/2025 10.00 C","CALL UP FINTECH HLDG LTD$10 EXP 05/16/25","20","$0.44","$13.30","$866.70"
"03/27/2025","Sell to Close","TSLA 04/17/2025 250.00 P","PUT TESLA INC $250 EXP 04/17/25","3","$5.15","$2.03","$1542.97"
"03/27/2025","Buy to Open","TIGR 05/16/2025 10.00 C","CALL UP FINTECH HLDG LTD$10 EXP 05/16/25","20","$0.76","$13.21","-$1533.21"
"03/27/2025","Sell to Close","BABA 05/16/2025 125.00 P","PUT ALIBABA GROUP HLDG L$125 EXP 05/16/25","5","$3.85","$3.36","$1921.64"
"03/27/2025","Buy to Open","NVDA 05/16/2025 90.00 P","PUT NVIDIA CORP $90 EXP 05/16/25","21","$1.23","$13.88","-$2596.88"
"03/26/2025","Sell to Close","BA 03/28/2025 190.00 C","CALL BOEING CO $190 EXP 03/28/25","16","$0.1462","$10.59","$223.41"
"03/26/2025","Buy to Open","BA 03/28/2025 190.00 C","CALL BOEING CO $190 EXP 03/28/25","16","$0.31","$10.58","-$506.58"
