Name,Symbol,InstrumentType,Side,Action,PositionIntent,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
QCOM260702P00185000,QCOM260702P00185000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.65,5.65,DAY,2026-06-23T14:44:26.290Z,2026-06-23T14:44:33.520Z
INTC260626P00130000,INTC260626P00130000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@3.1,3.13,DAY,2026-06-23T14:41:44.032Z,2026-06-23T14:41:44.246Z
INTC260702P00120000,INTC260702P00120000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.54,2.54,DAY,2026-06-23T14:41:37.151Z,2026-06-23T14:41:37.188Z
INTC260626P00130000,INTC260626P00130000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@3.25,3.18,DAY,2026-06-23T14:26:29.714Z,2026-06-23T14:26:29.967Z
QQQ260702P00700000,QQQ260702P00700000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@7.33,7.33,DAY,2026-06-23T13:49:33.564Z,2026-06-23T13:49:33.613Z
QQQ260702P00700000,QQQ260702P00700000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,,8.37,DAY,2026-06-23T13:32:14.631Z,2026-06-23T13:32:14.974Z
MSTR260710P00090000,MSTR260710P00090000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.86,1.84,DAY,2026-06-22T19:21:15.164Z,2026-06-22T19:21:15.390Z
PLTR260710P00100000,PLTR260710P00100000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,20.0,20.0,@0.55,0.54,DAY,2026-06-22T19:16:27.910Z,2026-06-22T19:16:28.049Z
IREN260702P00055000,IREN260702P00055000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@3.05,3.05,DAY,2026-06-22T16:49:51.426Z,2026-06-22T16:49:51.586Z
SMH260626P00560000,SMH260626P00560000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@1.19,1.19,DAY,2026-06-22T16:49:35.064Z,2026-06-22T16:50:02.947Z
CRWV260702P00100000,CRWV260702P00100000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@3.7,3.72,DAY,2026-06-22T16:49:27.777Z,2026-06-22T16:50:10.849Z
QQQ260702P00700000,QQQ260702P00700000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@3.73,3.7,DAY,2026-06-22T16:43:53.824Z,2026-06-22T16:43:53.859Z
IREN,IREN,EQUITY,SELL,SELL,,FILLED,100.0,100.0,@56.98,56.98,DAY,2026-06-22T16:42:13.015Z,2026-06-22T16:42:22.759Z
INTC,INTC,EQUITY,SELL,SELL,,FILLED,45.0,45.0,@139.25,139.31,DAY,2026-06-22T16:41:47.834Z,2026-06-22T16:41:47.868Z
CRWV260702P00100000,CRWV260702P00100000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@3.0,3.0,DAY,2026-06-22T15:00:03.015Z,2026-06-22T15:00:03.123Z
IREN260702P00055000,IREN260702P00055000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@2.79,2.79,DAY,2026-06-22T14:56:32.144Z,2026-06-22T14:56:32.195Z
IREN,IREN,EQUITY,SELL,SELL,,FILLED,100.0,100.0,@58.0,58.0,DAY,2026-06-22T14:55:54.489Z,2026-06-22T14:55:54.753Z
INTC260717C00160000,INTC260717C00160000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@6.2,6.2,DAY,2026-06-22T14:43:44.534Z,2026-06-22T14:43:48.838Z
INTC260626C00155000,INTC260626C00155000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@1.46,1.46,DAY,2026-06-22T13:43:08.727Z,2026-06-22T13:43:17.897Z
MSTR260626P00105000,MSTR260626P00105000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.96,0.96,DAY,2026-06-22T13:41:45.474Z,2026-06-22T13:41:48.346Z
INTC260717C00160000,INTC260717C00160000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@7.15,7.15,DAY,2026-06-22T13:36:03.666Z,2026-06-22T13:36:03.928Z
INTC260717C00165000,INTC260717C00165000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@5.15,5.15,DAY,2026-06-22T13:34:05.742Z,2026-06-22T13:34:05.885Z
INTC260717C00165000,INTC260717C00165000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.8,5.8,DAY,2026-06-22T13:31:03.452Z,2026-06-22T13:31:04.209Z
INTC260626C00155000,INTC260626C00155000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.22,2.22,DAY,2026-06-22T13:30:37.934Z,2026-06-22T13:30:50.585Z
INTC260717C00160000,INTC260717C00160000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@4.85,4.85,DAY,2026-06-18T19:52:05.367Z,2026-06-18T19:52:05.412Z
GLD260630P00365000,GLD260630P00365000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@1.34,1.34,DAY,2026-06-18T19:42:18.663Z,2026-06-18T19:42:18.696Z
IBIT260717P00030000,IBIT260717P00030000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,30.0,30.0,@0.32,0.32,DAY,2026-06-18T19:42:10.472Z,2026-06-18T19:42:10.532Z
INTC260717C00160000,INTC260717C00160000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.15,5.15,DAY,2026-06-18T19:14:03.332Z,2026-06-18T19:14:03.381Z
INTC260717C00160000,INTC260717C00160000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@5.3,5.3,DAY,2026-06-18T18:47:37.379Z,2026-06-18T18:47:37.613Z
MRVL260618P00312500,MRVL260618P00312500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.53,1.53,DAY,2026-06-18T17:04:52.220Z,2026-06-18T17:05:00.896Z
INTC260717C00160000,INTC260717C00160000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@5.25,5.25,DAY,2026-06-18T17:04:14.383Z,2026-06-18T17:04:14.473Z
MRVL260618P00312500,MRVL260618P00312500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@1.95,1.86,DAY,2026-06-18T16:40:51.674Z,2026-06-18T16:40:51.809Z
SMH260626P00560000,SMH260626P00560000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@1.88,1.88,DAY,2026-06-18T16:32:45.865Z,2026-06-18T16:32:46.021Z
IBIT260717P00030000,IBIT260717P00030000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,30.0,30.0,@0.34,0.33,DAY,2026-06-18T16:32:24.642Z,2026-06-18T16:32:39.755Z
GLD260630P00365000,GLD260630P00365000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@1.16,1.16,DAY,2026-06-18T16:22:48.408Z,2026-06-18T16:22:56.724Z
MSTR260626P00105000,MSTR260626P00105000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.96,2.96,DAY,2026-06-18T16:17:14.110Z,2026-06-18T16:17:14.142Z
SMH260626P00560000,SMH260626P00560000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.93,1.93,DAY,2026-06-18T16:12:30.942Z,2026-06-18T16:12:30.983Z
MSTR260626P00105000,MSTR260626P00105000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.91,2.91,DAY,2026-06-18T16:03:18.531Z,2026-06-18T16:03:34.012Z
IBIT260717P00030000,IBIT260717P00030000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,30.0,30.0,@0.33,0.33,DAY,2026-06-18T16:03:13.731Z,2026-06-18T16:03:13.876Z
USO260626P00110000,USO260626P00110000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@2.6,2.6,DAY,2026-06-18T15:45:52.113Z,2026-06-18T15:46:02.476Z
IREN260626P00054000,IREN260626P00054000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.24,1.19,DAY,2026-06-18T15:21:37.014Z,2026-06-18T15:21:37.173Z
QQQ260618P00735000,QQQ260618P00735000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.02,1.02,DAY,2026-06-18T15:21:00.366Z,2026-06-18T15:21:06.374Z
INTC260717C00150000,INTC260717C00150000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@7.1,7.1,DAY,2026-06-18T15:20:30.177Z,2026-06-18T15:20:38.826Z
MRVL260702C00375000,MRVL260702C00375000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@10.95,10.95,DAY,2026-06-18T15:20:22.892Z,2026-06-18T15:20:22.977Z
MRVL260618C00337500,MRVL260618C00337500,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.42,1.58,DAY,2026-06-18T15:19:18.447Z,2026-06-18T15:19:18.583Z
INTC260717C00150000,INTC260717C00150000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@6.85,6.85,DAY,2026-06-18T15:19:09.917Z,2026-06-18T15:19:12.639Z
MRVL260618C00337500,MRVL260618C00337500,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.61,2.59,DAY,2026-06-18T15:14:04.235Z,2026-06-18T15:14:04.279Z
INTC260717C00150000,INTC260717C00150000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@6.8,6.8,DAY,2026-06-18T15:10:24.417Z,2026-06-18T15:10:24.985Z
MRVL260702C00375000,MRVL260702C00375000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@11.25,11.25,DAY,2026-06-18T15:06:14.807Z,2026-06-18T15:06:14.865Z
INTC,INTC,EQUITY,BUY,BUY,,FILLED,45.0,45.0,,130.52,DAY,2026-06-18T14:55:37.042Z,2026-06-18T14:55:45.852Z
MSTR,MSTR,EQUITY,SHORT,SHORT,,FILLED,50.0,50.0,@113.8,113.8,DAY,2026-06-18T14:55:20.104Z,2026-06-18T14:56:04.047Z
MRVL260702C00375000,MRVL260702C00375000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.0,10.0,DAY,2026-06-18T14:29:53.085Z,2026-06-18T14:29:53.121Z
MRVL260702C00375000,MRVL260702C00375000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.35,10.35,DAY,2026-06-18T14:27:26.627Z,2026-06-18T14:27:34.780Z
PLTR260618P00124000,PLTR260618P00124000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.16,0.16,DAY,2026-06-18T14:18:03.763Z,2026-06-18T14:18:03.848Z
INTC260717C00150000,INTC260717C00150000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@5.95,5.95,DAY,2026-06-18T14:09:39.278Z,2026-06-18T14:09:39.336Z
IBIT260717P00030000,IBIT260717P00030000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,30.0,30.0,@0.23,0.23,DAY,2026-06-18T14:09:06.447Z,2026-06-18T14:09:23.646Z
INTC260717C00150000,INTC260717C00150000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@6.65,6.65,DAY,2026-06-18T14:03:44.171Z,2026-06-18T14:03:44.242Z
MSTR260626P00105000,MSTR260626P00105000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.24,2.24,DAY,2026-06-18T14:02:58.135Z,2026-06-18T14:02:58.242Z
PLTR260618P00124000,PLTR260618P00124000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@0.57,0.57,DAY,2026-06-18T14:00:48.735Z,2026-06-18T14:00:48.769Z
INTC260717C00150000,INTC260717C00150000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@6.0,6.05,DAY,2026-06-18T13:58:06.550Z,2026-06-18T13:58:06.858Z
INTC260717C00150000,INTC260717C00150000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@6.2,6.2,DAY,2026-06-18T13:56:42.615Z,2026-06-18T13:56:54.833Z
INTC260717C00180000,INTC260717C00180000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@2.06,2.06,DAY,2026-06-18T13:50:19.698Z,2026-06-18T13:50:19.740Z
INTC260618C00134000,INTC260618C00134000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@1.3,1.33,DAY,2026-06-18T13:48:18.091Z,2026-06-18T13:48:18.227Z
GLD260618P00385000,GLD260618P00385000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.1,0.12,DAY,2026-06-18T13:39:58.808Z,2026-06-18T13:39:59.022Z
INTC260717C00180000,INTC260717C00180000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.1,2.97,DAY,2026-06-18T13:34:22.022Z,2026-06-18T13:34:22.135Z
INTC260717C00150000,INTC260717C00150000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@6.85,6.85,DAY,2026-06-18T13:31:20.138Z,2026-06-18T13:31:20.271Z
INTC260618C00134000,INTC260618C00134000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.01,2.01,DAY,2026-06-18T13:31:06.164Z,2026-06-18T13:31:06.250Z
IREN260618C00059000,IREN260618C00059000,OPTION,BUY,BTC,BUY_TO_CLOSE,FILLED,3.0,3.0,,2.91,DAY,2026-06-18T13:30:52.975Z,2026-06-18T13:30:53.049Z
IREN260618C00059000,IREN260618C00059000,OPTION,SELL,STO,SELL_TO_OPEN,FILLED,3.0,3.0,@1.21,1.25,DAY,2026-06-17T19:38:39.753Z,2026-06-17T19:38:39.925Z
INTC,INTC,EQUITY,SELL,SELL,,FILLED,50.0,50.0,@122.26,122.33,DAY,2026-06-17T19:26:29.039Z,2026-06-17T19:26:29.123Z
CRWV260626C00130000,CRWV260626C00130000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@2.67,2.67,DAY,2026-06-17T19:18:13.092Z,2026-06-17T19:18:17.822Z
GLD260821C00395000,GLD260821C00395000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@13.95,13.95,DAY,2026-06-17T19:18:04.379Z,2026-06-17T19:18:04.562Z
GLD260618P00385000,GLD260618P00385000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.74,1.74,DAY,2026-06-17T19:17:50.264Z,2026-06-17T19:18:29.909Z
GLD260821C00395000,GLD260821C00395000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@14.45,14.45,DAY,2026-06-17T19:15:58.340Z,2026-06-17T19:15:58.419Z
GLD260626C00410000,GLD260626C00410000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,5.0,5.0,@0.94,0.94,DAY,2026-06-17T19:10:35.354Z,2026-06-17T19:10:48.678Z
QQQ260617P00719000,QQQ260617P00719000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@0.11,0.11,DAY,2026-06-17T18:59:26.247Z,2026-06-17T18:59:26.380Z
GLD260626C00410000,GLD260626C00410000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@1.88,1.88,DAY,2026-06-17T18:44:54.948Z,2026-06-17T18:45:01.435Z
CRWV260626C00130000,CRWV260626C00130000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.6,3.6,DAY,2026-06-17T18:43:54.318Z,2026-06-17T18:43:54.374Z
GLD260821C00395000,GLD260821C00395000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@17.1,17.1,DAY,2026-06-17T18:42:00.841Z,2026-06-17T18:42:16.560Z
GLD260618P00385000,GLD260618P00385000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@0.96,0.96,DAY,2026-06-17T18:27:15.396Z,2026-06-17T18:27:15.441Z
GLD260618P00385000,GLD260618P00385000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.22,1.22,DAY,2026-06-17T18:13:33.958Z,2026-06-17T18:13:34.062Z
GLD260821C00380000,GLD260821C00380000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@24.4,24.4,DAY,2026-06-17T18:12:28.737Z,2026-06-17T18:12:44.556Z
GLD260821C00395000,GLD260821C00395000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@16.75,16.75,DAY,2026-06-17T18:07:23.991Z,2026-06-17T18:07:24.057Z
GLD260617C00405000,GLD260617C00405000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.37,0.37,DAY,2026-06-17T14:31:01.097Z,2026-06-17T14:31:04.174Z
CRWV260618C00126000,CRWV260618C00126000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@0.9,0.9,DAY,2026-06-17T13:47:18.697Z,2026-06-17T13:47:37.186Z
GLD260617C00405000,GLD260617C00405000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,20.0,20.0,@0.16,0.16,DAY,2026-06-17T13:45:24.685Z,2026-06-17T13:45:24.731Z
CRWV260618C00126000,CRWV260618C00126000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.6,1.6,DAY,2026-06-17T13:42:05.288Z,2026-06-17T13:42:05.524Z
CRWV260618C00126000,CRWV260618C00126000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@1.5,1.5,DAY,2026-06-17T13:36:04.747Z,2026-06-17T13:36:05.011Z
QCOM260702P00195000,QCOM260702P00195000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@4.2,4.2,DAY,2026-06-17T13:34:41.385Z,2026-06-17T13:34:41.525Z
CRWV260618C00126000,CRWV260618C00126000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.71,1.63,DAY,2026-06-17T13:34:27.745Z,2026-06-17T13:34:27.893Z
QCOM260702P00195000,QCOM260702P00195000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.7,5.7,DAY,2026-06-16T19:27:52.168Z,2026-06-16T19:27:57.323Z
QQQ260626P00700000,QQQ260626P00700000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@3.34,3.34,DAY,2026-06-16T19:26:41.085Z,2026-06-16T19:26:41.227Z
QQQ260617P00719000,QQQ260617P00719000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@1.57,1.57,DAY,2026-06-16T19:16:15.055Z,2026-06-16T19:16:15.189Z
QQQ260626P00700000,QQQ260626P00700000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@3.6,3.6,DAY,2026-06-16T19:15:43.388Z,2026-06-16T19:15:45.254Z
CVX260717P00165000,CVX260717P00165000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.89,0.89,DAY,2026-06-16T17:38:20.170Z,2026-06-16T17:38:24.253Z
QQQ260626P00700000,QQQ260626P00700000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.23,3.23,DAY,2026-06-16T17:38:02.136Z,2026-06-16T17:38:02.294Z
INTC,INTC,EQUITY,SELL,SELL,,CANCELLED,0.0,50.0,@119.73,,DAY,2026-06-16T17:36:29.987Z,
SPCX260717C00320000,SPCX260717C00320000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@8.4,8.4,DAY,2026-06-16T17:26:31.847Z,2026-06-16T17:26:31.983Z
QCOM260702P00195000,QCOM260702P00195000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@5.5,5.5,DAY,2026-06-16T16:53:05.536Z,2026-06-16T16:53:30.641Z
CVX260717P00165000,CVX260717P00165000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,10.0,@0.9,,DAY,2026-06-16T16:19:18.315Z,
USO260626P00110000,USO260626P00110000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,5.0,5.0,@2.34,2.34,DAY,2026-06-16T16:19:07.883Z,2026-06-16T16:19:07.925Z
INTC260618P00117000,INTC260618P00117000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@2.2,2.2,DAY,2026-06-16T16:12:55.179Z,2026-06-16T16:12:55.324Z
MU260618P00955000,MU260618P00955000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@8.75,8.75,DAY,2026-06-16T16:04:10.208Z,2026-06-16T16:04:10.248Z
MU260618P00955000,MU260618P00955000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.5,10.1,DAY,2026-06-16T15:57:43.418Z,2026-06-16T15:57:43.451Z
SPCX260717C00320000,SPCX260717C00320000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.1,10.05,DAY,2026-06-16T15:29:32.909Z,2026-06-16T15:29:33.055Z
QQQ260618P00730000,QQQ260618P00730000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@3.55,3.58,DAY,2026-06-16T15:00:58.037Z,2026-06-16T15:00:58.093Z
INTC260618P00117000,INTC260618P00117000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@2.17,2.17,DAY,2026-06-16T14:35:33.246Z,2026-06-16T14:35:33.367Z
MU260618C01200000,MU260618C01200000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.65,5.93,DAY,2026-06-16T14:27:56.978Z,2026-06-16T14:27:57.119Z
AMKR260717C00110000,AMKR260717C00110000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@5.0,5.11,DAY,2026-06-16T14:27:37.361Z,2026-06-16T14:27:42.339Z
QQQ260618P00730000,QQQ260618P00730000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@3.1,3.1,DAY,2026-06-16T14:26:46.408Z,2026-06-16T14:27:18.455Z
INTC260702C00135000,INTC260702C00135000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@4.75,4.75,DAY,2026-06-16T14:22:42.519Z,2026-06-16T14:22:46.452Z
INTC260618C00135000,INTC260618C00135000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@1.05,1.05,DAY,2026-06-16T14:13:21.029Z,2026-06-16T14:13:21.125Z
INTC260702C00135000,INTC260702C00135000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@5.55,5.55,DAY,2026-06-16T14:13:06.746Z,2026-06-16T14:13:36.011Z
AMKR260717C00110000,AMKR260717C00110000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@4.6,4.6,DAY,2026-06-16T13:57:13.581Z,2026-06-16T13:57:22.433Z
AMKR260618C00110000,AMKR260618C00110000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,75.0,75.0,@0.15,0.17,DAY,2026-06-16T13:56:23.076Z,2026-06-16T13:56:46.645Z
CRWV260618C00117000,CRWV260618C00117000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,2.0,2.0,@3.55,3.55,DAY,2026-06-16T13:55:05.487Z,2026-06-16T13:55:05.744Z
MU260618C01200000,MU260618C01200000,OPTION,SELL,STC,SELL_TO_CLOSE,CANCELLED,0.0,1.0,,,DAY,2026-06-16T13:37:46.604Z,
MU260618C01200000,MU260618C01200000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@10.8,10.25,DAY,2026-06-16T13:36:26.378Z,2026-06-16T13:36:26.513Z
COLA,COLA,EQUITY,SELL,SELL,,FILLED,500.0,500.0,@10.63,10.65,DAY,2026-06-16T13:36:11.435Z,2026-06-16T13:36:11.537Z
CRWV260618C00117000,CRWV260618C00117000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,2.0,2.0,@2.0,2.0,DAY,2026-06-16T13:33:31.518Z,2026-06-16T13:33:31.623Z
AMKR260717C00100000,AMKR260717C00100000,OPTION,BUY,BTO,BUY_TO_OPEN,CANCELLED,0.0,1.0,@6.5,,DAY,2026-06-16T13:32:42.688Z,
MRAM260717C00040000,MRAM260717C00040000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,6.0,6.0,@1.85,1.85,DAY,2026-06-15T19:58:10.189Z,2026-06-15T19:58:17.950Z
TSLA260626C00420000,TSLA260626C00420000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,1.0,1.0,@8.65,8.65,DAY,2026-06-15T19:19:46.348Z,2026-06-15T19:19:46.497Z
CTSH,CTSH,EQUITY,BUY,BUY,,FILLED,100.0,100.0,@51.06,51.06,DAY,2026-06-15T16:15:12.425Z,2026-06-15T16:39:40.644Z
MRAM260717C00040000,MRAM260717C00040000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@2.15,2.15,DAY,2026-06-15T15:26:20.644Z,2026-06-15T16:39:48.767Z
USO260618P00116000,USO260618P00116000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,3.0,3.0,@0.65,0.65,DAY,2026-06-15T15:13:34.346Z,2026-06-15T15:13:39.441Z
CVX260717P00165000,CVX260717P00165000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,10.0,10.0,@1.0,0.98,DAY,2026-06-15T15:13:20.143Z,2026-06-15T15:13:20.455Z
USO260618P00116000,USO260618P00116000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@0.89,0.89,DAY,2026-06-15T13:46:28.641Z,2026-06-15T13:46:28.683Z
MRAM260717C00040000,MRAM260717C00040000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@1.55,1.46,DAY,2026-06-15T13:44:30.933Z,2026-06-15T13:44:31.115Z
SE,SE,EQUITY,BUY,BUY,,FILLED,60.0,60.0,@87.34,87.34,DAY,2026-06-15T13:43:55.168Z,2026-06-15T13:43:55.235Z
GLD260821C00395000,GLD260821C00395000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,1.0,1.0,@20.0,20.0,DAY,2026-06-15T13:37:20.515Z,2026-06-15T13:37:26.509Z
USO260618C00140000,USO260618C00140000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,10.0,10.0,@0.05,0.12,DAY,2026-06-15T13:30:47.019Z,2026-06-15T13:30:47.371Z
QQQ260618P00695000,QQQ260618P00695000,OPTION,SELL,STC,SELL_TO_CLOSE,FILLED,4.0,4.0,@0.54,0.54,DAY,2026-06-15T13:30:40.620Z,2026-06-15T13:30:40.661Z
INTC260618C00135000,INTC260618C00135000,OPTION,BUY,BTO,BUY_TO_OPEN,FILLED,3.0,3.0,@3.3,3.3,DAY,2026-06-15T13:30:26.543Z,2026-06-15T13:30:26.584Z
